target	set	yes	no
48	79,47,62,98	5	8
49	79,47,62,98	8	3
50	79,47,62,98	9	6
51	79,47,62,98	5	4
52	79,47,62,98	4	8
53	79,47,62,98	6	3
54	79,47,62,98	8	3
55	79,47,62,98	8	7
56	79,47,62,98	5	5
57	79,47,62,98	11	1
58	79,47,62,98	12	5
59	79,47,62,98	10	1
60	79,47,62,98	6	5
61	79,47,62,98	4	5
62	79,47,62,98	6	8
63	79,47,62,98	12	5
64	79,47,62,98	6	5
65	79,47,62,98	8	5
66	79,47,62,98	5	5
67	79,47,62,98	8	3
68	79,47,62,98	8	3
69	79,47,62,98	9	4
70	79,47,62,98	8	1
71	79,47,62,98	8	3
72	79,47,62,98	14	5
73	79,47,62,98	11	1
74	79,47,62,98	13	2
75	79,47,62,98	6	5
76	79,47,62,98	9	4
77	79,47,62,98	8	6
78	79,47,62,98	6	3
79	79,47,62,98	8	6
80	79,47,62,98	7	7
81	79,47,62,98	7	4
82	79,47,62,98	6	4
83	79,47,62,98	12	2
84	79,47,62,98	9	3
85	79,47,62,98	9	5
86	79,47,62,98	12	4
87	79,47,62,98	14	4
88	79,47,62,98	6	4
89	79,47,62,98	14	2
90	79,47,62,98	8	6
91	79,47,62,98	9	4
92	79,47,62,98	4	5
93	79,47,62,98	4	5
94	79,47,62,98	4	6
95	79,47,62,98	7	6
96	79,47,62,98	7	3
97	79,47,62,98	5	6
98	79,47,62,98	4	5
99	79,47,62,98	5	4
100	79,47,62,98	7	7
1	79,59	1	9
2	79,59	0	11
3	79,59	1	8
4	79,59	0	12
5	79,59	0	10
6	79,59	0	12
7	79,59	1	8
8	79,59	0	10
9	79,59	7	4
10	79,59	0	10
11	79,59	0	10
12	79,59	0	11
13	79,59	2	8
14	79,59	1	9
15	79,59	1	10
16	79,59	0	9
17	79,59	1	8
18	79,59	1	8
19	79,59	10	1
20	79,59	0	9
21	79,59	2	7
22	79,59	1	8
23	79,59	3	7
24	79,59	0	11
25	79,59	0	9
26	79,59	1	9
27	79,59	1	13
28	79,59	0	10
29	79,59	7	4
30	79,59	2	8
31	79,59	2	11
32	79,59	1	12
33	79,59	3	8
34	79,59	1	8
35	79,59	3	7
36	79,59	1	8
37	79,59	3	11
38	79,59	2	8
39	79,59	9	1
40	79,59	0	12
41	79,59	1	9
42	79,59	1	10
43	79,59	2	7
44	79,59	1	8
45	79,59	2	7
46	79,59	1	11
47	79,59	3	7
48	79,59	0	10
49	79,59	5	5
50	79,59	1	8
51	79,59	1	9
52	79,59	1	9
53	79,59	2	7
54	79,59	2	7
55	79,59	2	7
56	79,59	1	9
57	79,59	2	8
58	79,59	1	9
59	79,59	11	1
60	79,59	1	10
61	79,59	4	7
62	79,59	1	8
63	79,59	3	7
64	79,59	1	9
65	79,59	2	7
66	79,59	0	11
67	79,59	3	9
68	79,59	1	8
69	79,59	10	2
70	79,59	1	9
71	79,59	3	7
72	79,59	1	8
73	79,59	1	11
74	79,59	0	9
75	79,59	2	8
76	79,59	1	9
77	79,59	2	8
78	79,59	1	10
79	79,59	9	0
80	79,59	0	9
81	79,59	1	9
82	79,59	0	10
83	79,59	1	9
84	79,59	0	11
85	79,59	1	11
86	79,59	0	10
87	79,59	0	9
88	79,59	0	9
89	79,59	8	3
90	79,59	0	10
91	79,59	2	8
92	79,59	0	9
93	79,59	2	7
94	79,59	0	11
95	79,59	1	8
96	79,59	0	11
97	79,59	1	8
98	79,59	1	9
99	79,59	7	2
100	79,59	1	12
1	8	2	8
2	8	8	1
3	8	0	10
4	8	9	1
5	8	0	9
6	8	11	1
7	8	2	11
8	8	11	0
9	8	2	8
10	8	5	5
11	8	0	9
12	8	9	3
13	8	0	10
14	8	8	5
15	8	1	9
16	8	11	0
17	8	0	11
18	8	8	4
19	8	0	11
20	8	6	4
21	8	1	11
22	8	9	2
23	8	1	11
24	8	10	1
25	8	0	16
26	8	8	1
27	8	0	10
28	8	5	5
29	8	0	11
30	8	8	2
31	8	2	10
32	8	12	4
33	8	0	14
34	8	5	4
35	8	1	12
36	8	11	3
37	8	0	12
38	8	10	4
39	8	1	9
40	8	9	2
41	8	0	10
42	8	8	4
43	8	0	14
44	8	8	3
45	8	3	6
46	8	8	2
47	8	1	8
48	8	8	3
49	8	1	11
50	8	2	8
51	8	2	9
52	8	6	5
53	8	0	10
54	8	7	4
55	8	0	9
56	8	10	2
57	8	3	11
58	8	8	3
59	8	0	10
60	8	6	5
61	8	1	11
62	8	7	5
63	8	1	9
64	8	7	2
65	8	1	10
66	8	5	4
67	8	0	9
68	8	9	2
69	8	0	11
70	8	5	4
71	8	0	18
72	8	8	2
73	8	0	11
74	8	6	3
75	8	0	13
76	8	6	8
77	8	1	12
78	8	9	1
79	8	2	11
80	8	8	1
81	8	1	8
82	8	7	4
83	8	2	9
84	8	8	2
85	8	0	10
86	8	12	2
87	8	0	10
88	8	9	1
89	8	2	8
90	8	3	7
91	8	2	11
92	8	3	6
93	8	0	11
94	8	6	7
95	8	1	15
96	8	8	5
97	8	2	7
98	8	10	1
99	8	0	9
100	8	6	4
1	8,16	0	10
2	8,16	5	6
3	8,16	0	12
4	8,16	5	8
5	8,16	0	10
6	8,16	1	8
7	8,16	1	8
8	8,16	7	2
9	8,16	0	10
10	8,16	3	7
11	8,16	0	9
12	8,16	5	6
13	8,16	0	9
14	8,16	0	9
15	8,16	0	10
16	8,16	9	5
17	8,16	0	15
18	8,16	1	8
19	8,16	0	11
20	8,16	2	13
21	8,16	2	8
22	8,16	3	6
23	8,16	0	12
24	8,16	6	3
25	8,16	0	10
26	8,16	2	9
27	8,16	1	10
28	8,16	2	7
29	8,16	0	12
30	8,16	0	11
31	8,16	2	8
32	8,16	9	2
33	8,16	0	11
34	8,16	1	10
35	8,16	0	11
36	8,16	4	5
37	8,16	0	10
38	8,16	3	13
39	8,16	1	11
40	8,16	7	2
41	8,16	1	9
42	8,16	3	9
43	8,16	0	10
44	8,16	2	7
45	8,16	1	8
46	8,16	1	8
47	8,16	0	12
48	8,16	8	2
49	8,16	0	11
50	8,16	0	10
51	8,16	0	11
52	8,16	1	9
53	8,16	1	8
54	8,16	1	9
55	8,16	1	8
56	8,16	4	5
57	8,16	0	10
58	8,16	2	7
59	8,16	0	13
60	8,16	2	9
61	8,16	0	10
62	8,16	2	7
63	8,16	2	7
64	8,16	7	3
65	8,16	0	10
66	8,16	1	8
67	8,16	1	11
68	8,16	2	10
69	8,16	0	10
70	8,16	1	10
71	8,16	0	10
72	8,16	6	5
73	8,16	0	11
74	8,16	1	10
75	8,16	0	9
76	8,16	3	11
77	8,16	0	10
78	8,16	2	10
79	8,16	0	11
80	8,16	6	3
81	8,16	1	8
82	8,16	2	7
83	8,16	1	12
84	8,16	5	6
85	8,16	3	6
86	8,16	2	7
87	8,16	0	9
88	8,16	9	2
89	8,16	0	13
90	8,16	1	9
91	8,16	1	11
92	8,16	1	8
93	8,16	1	8
94	8,16	2	12
95	8,16	0	9
96	8,16	8	4
97	8,16	0	9
98	8,16	2	8
99	8,16	0	11
100	8,16	2	8
1	8,24,48,63	1	8
2	8,24,48,63	2	7
3	8,24,48,63	0	9
4	8,24,48,63	3	6
5	8,24,48,63	2	8
6	8,24,48,63	4	5
7	8,24,48,63	1	8
8	8,24,48,63	5	4
9	8,24,48,63	3	6
10	8,24,48,63	3	6
11	8,24,48,63	2	7
12	8,24,48,63	3	6
13	8,24,48,63	3	6
14	8,24,48,63	6	4
15	8,24,48,63	1	8
16	8,24,48,63	5	4
17	8,24,48,63	5	10
18	8,24,48,63	6	6
19	8,24,48,63	1	8
20	8,24,48,63	3	6
21	8,24,48,63	4	6
22	8,24,48,63	5	5
23	8,24,48,63	3	7
24	8,24,48,63	9	1
25	8,24,48,63	3	6
26	8,24,48,63	5	5
27	8,24,48,63	6	5
28	8,24,48,63	6	7
29	8,24,48,63	3	6
30	8,24,48,63	5	4
31	8,24,48,63	2	7
32	8,24,48,63	7	2
33	8,24,48,63	3	7
34	8,24,48,63	3	6
35	8,24,48,63	5	6
36	8,24,48,63	6	3
37	8,24,48,63	5	7
38	8,24,48,63	4	6
39	8,24,48,63	4	5
40	8,24,48,63	5	4
41	8,24,48,63	4	8
42	8,24,48,63	5	4
43	8,24,48,63	3	6
44	8,24,48,63	5	4
45	8,24,48,63	5	5
46	8,24,48,63	4	5
47	8,24,48,63	5	11
48	8,24,48,63	6	3
49	8,24,48,63	1	8
50	8,24,48,63	6	3
51	8,24,48,63	6	4
52	8,24,48,63	6	3
53	8,24,48,63	3	7
54	8,24,48,63	6	4
55	8,24,48,63	9	6
56	8,24,48,63	6	7
57	8,24,48,63	2	7
58	8,24,48,63	5	4
59	8,24,48,63	4	5
60	8,24,48,63	7	5
61	8,24,48,63	5	6
62	8,24,48,63	4	5
63	8,24,48,63	6	3
64	8,24,48,63	5	5
65	8,24,48,63	2	7
66	8,24,48,63	3	8
67	8,24,48,63	3	6
68	8,24,48,63	8	3
69	8,24,48,63	2	7
70	8,24,48,63	5	4
71	8,24,48,63	3	7
72	8,24,48,63	5	4
73	8,24,48,63	2	7
74	8,24,48,63	4	5
75	8,24,48,63	4	6
76	8,24,48,63	2	7
77	8,24,48,63	3	6
78	8,24,48,63	3	6
79	8,24,48,63	1	8
80	8,24,48,63	5	4
81	8,24,48,63	4	5
82	8,24,48,63	5	7
83	8,24,48,63	4	5
84	8,24,48,63	5	4
85	8,24,48,63	5	8
86	8,24,48,63	5	5
87	8,24,48,63	4	9
88	8,24,48,63	4	5
89	8,24,48,63	5	8
90	8,24,48,63	1	8
91	8,24,48,63	1	8
92	8,24,48,63	3	6
93	8,24,48,63	4	5
94	8,24,48,63	5	7
95	8,24,48,63	4	5
96	8,24,48,63	5	4
97	8,24,48,63	2	8
98	8,24,48,63	4	9
99	8,24,48,63	2	7
100	8,24,48,63	4	6
1	8,32	0	10
2	8,32	5	4
3	8,32	1	9
4	8,32	6	4
5	8,32	0	10
6	8,32	1	8
7	8,32	0	12
8	8,32	8	2
9	8,32	0	11
10	8,32	5	5
11	8,32	0	11
12	8,32	7	5
13	8,32	0	12
14	8,32	3	9
15	8,32	0	10
16	8,32	12	2
17	8,32	0	9
18	8,32	2	8
19	8,32	1	14
20	8,32	3	7
21	8,32	2	8
22	8,32	6	7
23	8,32	1	8
24	8,32	5	7
25	8,32	0	9
26	8,32	2	8
27	8,32	1	9
28	8,32	9	1
29	8,32	1	10
30	8,32	3	6
31	8,32	1	10
32	8,32	7	2
33	8,32	0	11
34	8,32	2	8
35	8,32	1	9
36	8,32	7	3
37	8,32	0	10
38	8,32	3	6
39	8,32	0	9
40	8,32	11	0
41	8,32	2	7
42	8,32	6	6
43	8,32	0	12
44	8,32	4	6
45	8,32	2	16
46	8,32	4	6
47	8,32	1	10
48	8,32	9	3
49	8,32	0	10
50	8,32	4	9
51	8,32	1	10
52	8,32	8	4
53	8,32	0	10
54	8,32	5	4
55	8,32	2	8
56	8,32	9	2
57	8,32	1	10
58	8,32	4	6
59	8,32	1	11
60	8,32	5	6
61	8,32	1	11
62	8,32	3	8
63	8,32	0	11
64	8,32	7	4
65	8,32	2	8
66	8,32	0	10
67	8,32	1	10
68	8,32	3	7
69	8,32	0	10
70	8,32	3	9
71	8,32	0	11
72	8,32	5	4
73	8,32	1	10
74	8,32	1	11
75	8,32	1	10
76	8,32	2	8
77	8,32	0	9
78	8,32	3	8
79	8,32	0	10
80	8,32	5	4
81	8,32	0	11
82	8,32	3	7
83	8,32	2	10
84	8,32	6	5
85	8,32	1	13
86	8,32	1	9
87	8,32	0	9
88	8,32	11	6
89	8,32	0	10
90	8,32	5	9
91	8,32	0	11
92	8,32	1	9
93	8,32	0	10
94	8,32	3	9
95	8,32	1	10
96	8,32	6	8
97	8,32	0	10
98	8,32	1	9
99	8,32	0	9
100	8,32	5	6
1	8,64	3	7
2	8,64	5	10
3	8,64	3	8
4	8,64	5	6
5	8,64	1	9
6	8,64	2	12
7	8,64	2	9
8	8,64	6	4
9	8,64	3	10
10	8,64	3	11
11	8,64	0	9
12	8,64	3	8
13	8,64	2	9
14	8,64	2	7
15	8,64	0	11
16	8,64	7	3
17	8,64	0	9
18	8,64	2	14
19	8,64	0	10
20	8,64	3	7
21	8,64	1	11
22	8,64	2	10
23	8,64	1	9
24	8,64	8	3
25	8,64	1	8
26	8,64	2	13
27	8,64	1	10
28	8,64	1	12
29	8,64	0	10
30	8,64	0	11
31	8,64	0	9
32	8,64	6	9
33	8,64	2	11
34	8,64	2	9
35	8,64	0	10
36	8,64	5	10
37	8,64	1	10
38	8,64	0	9
39	8,64	3	10
40	8,64	6	4
41	8,64	0	9
42	8,64	2	8
43	8,64	0	11
44	8,64	3	7
45	8,64	0	10
46	8,64	2	14
47	8,64	1	9
48	8,64	4	7
49	8,64	1	8
50	8,64	1	9
51	8,64	2	9
52	8,64	1	13
53	8,64	0	12
54	8,64	3	6
55	8,64	1	10
56	8,64	6	4
57	8,64	0	11
58	8,64	1	8
59	8,64	1	15
60	8,64	3	9
61	8,64	0	11
62	8,64	2	7
63	8,64	4	9
64	8,64	10	2
65	8,64	0	10
66	8,64	0	11
67	8,64	2	9
68	8,64	4	7
69	8,64	0	10
70	8,64	1	10
71	8,64	1	8
72	8,64	8	5
73	8,64	0	10
74	8,64	1	14
75	8,64	0	12
76	8,64	1	11
77	8,64	1	13
78	8,64	3	6
79	8,64	1	8
80	8,64	9	3
81	8,64	2	7
82	8,64	1	11
83	8,64	2	11
84	8,64	3	7
85	8,64	2	10
86	8,64	1	9
87	8,64	1	8
88	8,64	9	3
89	8,64	3	8
90	8,64	1	9
91	8,64	3	10
92	8,64	4	9
93	8,64	1	9
94	8,64	2	7
95	8,64	1	8
96	8,64	6	3
97	8,64	1	9
98	8,64	2	8
99	8,64	2	8
100	8,64	4	5
1	8,80,48	0	9
2	8,80,48	1	8
3	8,80,48	0	9
4	8,80,48	3	6
5	8,80,48	0	10
6	8,80,48	4	7
7	8,80,48	1	8
8	8,80,48	8	1
9	8,80,48	0	9
10	8,80,48	2	7
11	8,80,48	0	9
12	8,80,48	3	8
13	8,80,48	0	9
14	8,80,48	1	8
15	8,80,48	0	9
16	8,80,48	6	3
17	8,80,48	0	9
18	8,80,48	5	4
19	8,80,48	0	10
20	8,80,48	4	5
21	8,80,48	0	9
22	8,80,48	3	6
23	8,80,48	0	9
24	8,80,48	3	8
25	8,80,48	0	9
26	8,80,48	2	8
27	8,80,48	0	10
28	8,80,48	8	1
29	8,80,48	0	10
30	8,80,48	3	9
31	8,80,48	0	10
32	8,80,48	3	6
33	8,80,48	1	8
34	8,80,48	2	8
35	8,80,48	0	12
36	8,80,48	3	6
37	8,80,48	0	11
38	8,80,48	4	6
39	8,80,48	1	8
40	8,80,48	6	6
41	8,80,48	0	9
42	8,80,48	5	9
43	8,80,48	0	9
44	8,80,48	4	8
45	8,80,48	0	10
46	8,80,48	3	6
47	8,80,48	0	9
48	8,80,48	6	4
49	8,80,48	0	9
50	8,80,48	4	5
51	8,80,48	0	11
52	8,80,48	4	6
53	8,80,48	0	9
54	8,80,48	3	6
55	8,80,48	0	9
56	8,80,48	4	5
57	8,80,48	0	14
58	8,80,48	5	5
59	8,80,48	0	9
60	8,80,48	6	8
61	8,80,48	1	9
62	8,80,48	1	8
63	8,80,48	1	8
64	8,80,48	2	7
65	8,80,48	1	9
66	8,80,48	3	7
67	8,80,48	0	10
68	8,80,48	7	3
69	8,80,48	1	8
70	8,80,48	1	8
71	8,80,48	1	14
72	8,80,48	7	5
73	8,80,48	0	9
74	8,80,48	3	6
75	8,80,48	0	12
76	8,80,48	2	7
77	8,80,48	0	10
78	8,80,48	6	3
79	8,80,48	1	10
80	8,80,48	9	1
81	8,80,48	6	7
82	8,80,48	7	4
83	8,80,48	3	6
84	8,80,48	12	4
85	8,80,48	2	7
86	8,80,48	6	3
87	8,80,48	6	5
88	8,80,48	9	0
89	8,80,48	2	7
90	8,80,48	3	6
91	8,80,48	1	8
92	8,80,48	4	7
93	8,80,48	1	8
94	8,80,48	3	6
95	8,80,48	0	9
96	8,80,48	2	9
97	8,80,48	0	9
98	8,80,48	4	6
99	8,80,48	1	8
100	8,80,48	2	7
1	8,92	3	7
2	8,92	3	6
3	8,92	2	8
4	8,92	4	6
5	8,92	1	8
6	8,92	3	7
7	8,92	1	8
8	8,92	10	2
9	8,92	2	9
10	8,92	5	9
11	8,92	1	8
12	8,92	6	3
13	8,92	1	8
14	8,92	4	5
15	8,92	2	7
16	8,92	7	4
17	8,92	2	7
18	8,92	3	7
19	8,92	1	9
20	8,92	6	5
21	8,92	3	7
22	8,92	9	3
23	8,92	1	9
24	8,92	7	4
25	8,92	2	10
26	8,92	3	6
27	8,92	1	9
28	8,92	8	2
29	8,92	2	7
30	8,92	4	5
31	8,92	3	10
32	8,92	9	1
33	8,92	4	5
34	8,92	4	5
35	8,92	3	8
36	8,92	6	4
37	8,92	2	9
38	8,92	5	4
39	8,92	1	10
40	8,92	7	5
41	8,92	2	7
42	8,92	5	4
43	8,92	2	8
44	8,92	8	5
45	8,92	1	9
46	8,92	4	5
47	8,92	3	10
48	8,92	7	3
49	8,92	2	9
50	8,92	1	8
51	8,92	2	8
52	8,92	7	3
53	8,92	2	7
54	8,92	4	5
55	8,92	2	8
56	8,92	9	0
57	8,92	2	10
58	8,92	6	6
59	8,92	3	7
60	8,92	6	4
61	8,92	2	7
62	8,92	5	6
63	8,92	1	10
64	8,92	7	2
65	8,92	3	9
66	8,92	4	5
67	8,92	1	9
68	8,92	6	3
69	8,92	1	8
70	8,92	4	6
71	8,92	1	8
72	8,92	5	6
73	8,92	3	9
74	8,92	6	5
75	8,92	2	11
76	8,92	5	5
77	8,92	1	9
78	8,92	3	7
79	8,92	1	10
80	8,92	4	6
81	8,92	4	6
82	8,92	6	5
83	8,92	2	10
84	8,92	6	5
85	8,92	5	5
86	8,92	7	3
87	8,92	3	6
88	8,92	7	2
89	8,92	2	8
90	8,92	4	7
91	8,92	2	7
92	8,92	10	2
93	8,92	3	8
94	8,92	5	7
95	8,92	2	7
96	8,92	4	5
97	8,92	3	7
98	8,92	6	3
99	8,92	3	6
100	8,92	9	1
1	80,70,90,100	0	10
2	80,70,90,100	0	10
3	80,70,90,100	0	12
4	80,70,90,100	0	12
5	80,70,90,100	0	11
6	80,70,90,100	0	12
7	80,70,90,100	0	11
8	80,70,90,100	1	12
9	80,70,90,100	1	8
10	80,70,90,100	7	3
11	80,70,90,100	0	11
12	80,70,90,100	0	10
13	80,70,90,100	0	10
14	80,70,90,100	0	9
15	80,70,90,100	0	10
16	80,70,90,100	0	13
17	80,70,90,100	0	10
18	80,70,90,100	0	9
19	80,70,90,100	0	12
20	80,70,90,100	9	1
21	80,70,90,100	0	9
22	80,70,90,100	0	17
23	80,70,90,100	0	19
24	80,70,90,100	0	12
25	80,70,90,100	0	9
26	80,70,90,100	1	8
27	80,70,90,100	0	13
28	80,70,90,100	0	14
29	80,70,90,100	0	9
30	80,70,90,100	9	1
31	80,70,90,100	0	18
32	80,70,90,100	0	13
33	80,70,90,100	0	14
34	80,70,90,100	0	14
35	80,70,90,100	0	11
36	80,70,90,100	0	10
37	80,70,90,100	0	9
38	80,70,90,100	0	12
39	80,70,90,100	0	9
40	80,70,90,100	9	2
41	80,70,90,100	0	9
42	80,70,90,100	1	9
43	80,70,90,100	0	10
44	80,70,90,100	0	10
45	80,70,90,100	1	12
46	80,70,90,100	0	12
47	80,70,90,100	0	12
48	80,70,90,100	1	8
49	80,70,90,100	0	12
50	80,70,90,100	9	0
51	80,70,90,100	0	13
52	80,70,90,100	0	12
53	80,70,90,100	0	11
54	80,70,90,100	0	11
55	80,70,90,100	0	10
56	80,70,90,100	0	9
57	80,70,90,100	0	16
58	80,70,90,100	0	14
59	80,70,90,100	0	10
60	80,70,90,100	9	2
61	80,70,90,100	0	14
62	80,70,90,100	1	9
63	80,70,90,100	0	12
64	80,70,90,100	1	13
65	80,70,90,100	0	10
66	80,70,90,100	0	12
67	80,70,90,100	0	10
68	80,70,90,100	0	16
69	80,70,90,100	0	12
70	80,70,90,100	9	2
71	80,70,90,100	1	8
72	80,70,90,100	0	10
73	80,70,90,100	0	11
74	80,70,90,100	0	16
75	80,70,90,100	1	11
76	80,70,90,100	0	9
77	80,70,90,100	0	9
78	80,70,90,100	0	15
79	80,70,90,100	0	9
80	80,70,90,100	9	2
81	80,70,90,100	0	13
82	80,70,90,100	0	12
83	80,70,90,100	0	10
84	80,70,90,100	0	13
85	80,70,90,100	1	9
86	80,70,90,100	1	8
87	80,70,90,100	1	8
88	80,70,90,100	1	12
89	80,70,90,100	1	18
90	80,70,90,100	7	4
91	80,70,90,100	1	14
92	80,70,90,100	0	12
93	80,70,90,100	0	12
94	80,70,90,100	0	12
95	80,70,90,100	0	9
96	80,70,90,100	0	10
97	80,70,90,100	1	9
98	80,70,90,100	1	10
99	80,70,90,100	0	10
100	80,70,90,100	5	4
1	81	6	6
2	81	3	13
3	81	4	5
4	81	3	9
5	81	5	5
6	81	3	8
7	81	2	7
8	81	4	9
9	81	8	3
10	81	2	7
11	81	12	5
12	81	1	10
13	81	4	5
14	81	3	6
15	81	4	6
16	81	5	4
17	81	4	5
18	81	6	4
19	81	4	7
20	81	3	7
21	81	8	3
22	81	3	10
23	81	8	9
24	81	3	8
25	81	3	7
26	81	4	5
27	81	8	1
28	81	5	4
29	81	5	5
30	81	3	11
31	81	5	4
32	81	1	10
33	81	5	5
34	81	1	9
35	81	4	8
36	81	5	5
37	81	4	5
38	81	3	10
39	81	4	5
40	81	2	7
41	81	7	2
42	81	4	5
43	81	4	7
44	81	3	10
45	81	2	8
46	81	3	10
47	81	4	11
48	81	3	6
49	81	7	4
50	81	3	7
51	81	7	5
52	81	1	8
53	81	6	5
54	81	6	4
55	81	6	6
56	81	1	10
57	81	5	4
58	81	0	10
59	81	8	2
60	81	2	8
61	81	6	3
62	81	3	6
63	81	4	5
64	81	6	13
65	81	4	6
66	81	1	10
67	81	3	6
68	81	1	12
69	81	2	7
70	81	4	6
71	81	3	7
72	81	5	5
73	81	7	5
74	81	3	7
75	81	3	9
76	81	8	9
77	81	5	5
78	81	6	6
79	81	7	6
80	81	7	3
81	81	10	0
82	81	7	8
83	81	5	4
84	81	8	9
85	81	9	7
86	81	4	9
87	81	7	4
88	81	3	8
89	81	6	5
90	81	5	8
91	81	6	4
92	81	2	8
93	81	6	8
94	81	3	9
95	81	2	10
96	81	3	8
97	81	4	7
98	81	3	8
99	81	6	4
100	81	3	10
1	81,25	8	1
2	81,25	1	9
3	81,25	8	4
4	81,25	3	8
5	81,25	6	5
6	81,25	0	11
7	81,25	6	3
8	81,25	2	10
9	81,25	2	7
10	81,25	2	7
11	81,25	4	5
12	81,25	2	11
13	81,25	4	5
14	81,25	0	9
15	81,25	4	5
16	81,25	2	7
17	81,25	8	5
18	81,25	2	9
19	81,25	5	4
20	81,25	2	9
21	81,25	5	4
22	81,25	0	9
23	81,25	5	8
24	81,25	1	8
25	81,25	8	1
26	81,25	3	6
27	81,25	6	3
28	81,25	2	7
29	81,25	3	7
30	81,25	0	9
31	81,25	7	4
32	81,25	3	6
33	81,25	5	4
34	81,25	3	8
35	81,25	7	4
36	81,25	3	6
37	81,25	4	5
38	81,25	2	8
39	81,25	5	5
40	81,25	0	12
41	81,25	6	3
42	81,25	1	10
43	81,25	4	7
44	81,25	1	8
45	81,25	8	3
46	81,25	2	7
47	81,25	3	7
48	81,25	6	3
49	81,25	7	3
50	81,25	2	7
51	81,25	7	3
52	81,25	4	9
53	81,25	7	2
54	81,25	1	12
55	81,25	7	4
56	81,25	4	5
57	81,25	7	6
58	81,25	2	9
59	81,25	2	8
60	81,25	0	9
61	81,25	5	6
62	81,25	1	8
63	81,25	2	7
64	81,25	3	8
65	81,25	5	4
66	81,25	2	9
67	81,25	4	8
68	81,25	2	7
69	81,25	7	2
70	81,25	1	8
71	81,25	8	1
72	81,25	2	7
73	81,25	6	6
74	81,25	3	12
75	81,25	9	5
76	81,25	1	8
77	81,25	5	4
78	81,25	2	8
79	81,25	6	7
80	81,25	4	6
81	81,25	5	4
82	81,25	3	7
83	81,25	6	6
84	81,25	4	6
85	81,25	9	2
86	81,25	4	7
87	81,25	10	6
88	81,25	3	6
89	81,25	6	3
90	81,25	2	7
91	81,25	6	3
92	81,25	4	5
93	81,25	6	5
94	81,25	3	7
95	81,25	3	6
96	81,25	1	8
97	81,25	4	5
98	81,25	2	9
99	81,25	4	6
100	81,25	3	8
1	81,71,21,31	8	1
2	81,71,21,31	0	14
3	81,71,21,31	0	14
4	81,71,21,31	0	13
5	81,71,21,31	0	11
6	81,71,21,31	0	10
7	81,71,21,31	0	12
8	81,71,21,31	0	11
9	81,71,21,31	0	10
10	81,71,21,31	1	10
11	81,71,21,31	8	3
12	81,71,21,31	0	10
13	81,71,21,31	0	10
14	81,71,21,31	0	10
15	81,71,21,31	1	12
16	81,71,21,31	0	9
17	81,71,21,31	0	10
18	81,71,21,31	0	12
19	81,71,21,31	1	11
20	81,71,21,31	1	10
21	81,71,21,31	9	0
22	81,71,21,31	0	10
23	81,71,21,31	0	9
24	81,71,21,31	0	13
25	81,71,21,31	1	9
26	81,71,21,31	1	9
27	81,71,21,31	0	11
28	81,71,21,31	0	10
29	81,71,21,31	0	9
30	81,71,21,31	0	9
31	81,71,21,31	11	0
32	81,71,21,31	0	10
33	81,71,21,31	0	11
34	81,71,21,31	0	15
35	81,71,21,31	0	10
36	81,71,21,31	1	15
37	81,71,21,31	1	11
38	81,71,21,31	0	14
39	81,71,21,31	0	11
40	81,71,21,31	0	9
41	81,71,21,31	10	0
42	81,71,21,31	0	10
43	81,71,21,31	0	10
44	81,71,21,31	0	10
45	81,71,21,31	0	10
46	81,71,21,31	0	11
47	81,71,21,31	0	11
48	81,71,21,31	0	11
49	81,71,21,31	0	12
50	81,71,21,31	0	11
51	81,71,21,31	7	3
52	81,71,21,31	0	9
53	81,71,21,31	0	10
54	81,71,21,31	1	10
55	81,71,21,31	1	10
56	81,71,21,31	0	11
57	81,71,21,31	0	16
58	81,71,21,31	0	13
59	81,71,21,31	0	12
60	81,71,21,31	0	14
61	81,71,21,31	8	1
62	81,71,21,31	0	10
63	81,71,21,31	1	10
64	81,71,21,31	0	9
65	81,71,21,31	0	10
66	81,71,21,31	0	11
67	81,71,21,31	0	10
68	81,71,21,31	1	12
69	81,71,21,31	0	12
70	81,71,21,31	0	13
71	81,71,21,31	8	2
72	81,71,21,31	0	10
73	81,71,21,31	1	9
74	81,71,21,31	1	11
75	81,71,21,31	0	10
76	81,71,21,31	0	9
77	81,71,21,31	1	9
78	81,71,21,31	0	9
79	81,71,21,31	0	10
80	81,71,21,31	1	9
81	81,71,21,31	9	1
82	81,71,21,31	1	10
83	81,71,21,31	2	9
84	81,71,21,31	0	10
85	81,71,21,31	0	10
86	81,71,21,31	0	9
87	81,71,21,31	0	15
88	81,71,21,31	0	11
89	81,71,21,31	0	10
90	81,71,21,31	0	10
91	81,71,21,31	9	1
92	81,71,21,31	0	10
93	81,71,21,31	2	8
94	81,71,21,31	0	10
95	81,71,21,31	1	9
96	81,71,21,31	0	9
97	81,71,21,31	0	10
98	81,71,21,31	0	10
99	81,71,21,31	2	9
100	81,71,21,31	0	10
1	81,87,27	2	7
2	81,87,27	0	9
3	81,87,27	2	8
4	81,87,27	1	8
5	81,87,27	3	7
6	81,87,27	2	8
7	81,87,27	3	6
8	81,87,27	1	8
9	81,87,27	4	8
10	81,87,27	0	12
11	81,87,27	2	8
12	81,87,27	1	11
13	81,87,27	1	9
14	81,87,27	0	12
15	81,87,27	2	7
16	81,87,27	1	9
17	81,87,27	7	7
18	81,87,27	2	8
19	81,87,27	4	6
20	81,87,27	3	8
